white,black,whiteScore,blackScore,result,plies
Lively-Centaur,Glorious-Orca-Swindle,0.50,0.50,DRAW,112
Glorious-Orca-Swindle,Lively-Centaur,0.00,1.00,BLACK_WON,30
Lively-Centaur,Glorious-Orca-Swindle,0.00,1.00,BLACK_WON,126
Glorious-Orca-Swindle,Lively-Centaur,1.00,0.00,WHITE_WON,109
Lively-Centaur,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,83
Glorious-Orca-Swindle,Lively-Centaur,1.00,0.00,WHITE_WON,75
Lively-Centaur,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,45
Glorious-Orca-Swindle,Lively-Centaur,1.00,0.00,WHITE_WON,113
Lively-Centaur,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,49
Glorious-Orca-Swindle,Wild-Dog-Triangulation,0.50,0.50,DRAW,106
Wild-Dog-Triangulation,Glorious-Orca-Swindle,0.00,1.00,BLACK_WON,38
Glorious-Orca-Swindle,Wild-Dog-Triangulation,0.00,1.00,BLACK_WON,112
Wild-Dog-Triangulation,Glorious-Orca-Swindle,0.50,0.50,DRAW,174
Glorious-Orca-Swindle,Wild-Dog-Triangulation,1.00,0.00,WHITE_WON,79
Wild-Dog-Triangulation,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,65
Glorious-Orca-Swindle,Wild-Dog-Triangulation,1.00,0.00,WHITE_WON,101
Wild-Dog-Triangulation,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,97
Glorious-Orca-Swindle,Wild-Dog-Triangulation,0.00,1.00,BLACK_WON,58
Wild-Dog-Triangulation,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,41
Glorious-Orca-Swindle,Whimsical-Manticore,0.00,1.00,BLACK_WON,64
Whimsical-Manticore,Glorious-Orca-Swindle,0.50,0.50,DRAW,133
Glorious-Orca-Swindle,Whimsical-Manticore,0.00,1.00,BLACK_WON,66
Whimsical-Manticore,Glorious-Orca-Swindle,0.00,1.00,BLACK_WON,68
Glorious-Orca-Swindle,Whimsical-Manticore,1.00,0.00,WHITE_WON,89
Whimsical-Manticore,Glorious-Orca-Swindle,0.00,1.00,BLACK_WON,86
Glorious-Orca-Swindle,Whimsical-Manticore,1.00,0.00,WHITE_WON,141
Whimsical-Manticore,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,79
Glorious-Orca-Swindle,Whimsical-Manticore,0.50,0.50,DRAW,163
Whimsical-Manticore,Glorious-Orca-Swindle,1.00,0.00,WHITE_WON,147
Stoic-Gorilla-Interference,Rebellious-Sloth,1.00,0.00,WHITE_WON,57
Rebellious-Sloth,Stoic-Gorilla-Interference,1.00,0.00,WHITE_WON,117
Stoic-Gorilla-Interference,Rebellious-Sloth,1.00,0.00,WHITE_WON,63
Rebellious-Sloth,Stoic-Gorilla-Interference,0.00,1.00,BLACK_WON,120
Stoic-Gorilla-Interference,Rebellious-Sloth,1.00,0.00,WHITE_WON,33
Rebellious-Sloth,Stoic-Gorilla-Interference,1.00,0.00,WHITE_WON,69
Stoic-Gorilla-Interference,Rebellious-Sloth,0.00,1.00,BLACK_WON,94
Rebellious-Sloth,Stoic-Gorilla-Interference,0.00,1.00,BLACK_WON,158
Stoic-Gorilla-Interference,Rebellious-Sloth,1.00,0.00,WHITE_WON,57
Rebellious-Sloth,Stoic-Gorilla-Interference,1.00,0.00,WHITE_WON,73
Stoic-Gorilla-Interference,Buoyant-Ferret-Maneuver,0.00,1.00,BLACK_WON,88
Buoyant-Ferret-Maneuver,Stoic-Gorilla-Interference,1.00,0.00,WHITE_WON,71
Stoic-Gorilla-Interference,Buoyant-Ferret-Maneuver,0.00,1.00,BLACK_WON,58
Buoyant-Ferret-Maneuver,Stoic-Gorilla-Interference,1.00,0.00,WHITE_WON,151
Stoic-Gorilla-Interference,Buoyant-Ferret-Maneuver,0.50,0.50,DRAW,17
Buoyant-Ferret-Maneuver,Stoic-Gorilla-Interference,1.00,0.00,WHITE_WON,111
Stoic-Gorilla-Interference,Buoyant-Ferret-Maneuver,1.00,0.00,WHITE_WON,49
Buoyant-Ferret-Maneuver,Stoic-Gorilla-Interference,1.00,0.00,WHITE_WON,163
Stoic-Gorilla-Interference,Buoyant-Ferret-Maneuver,1.00,0.00,WHITE_WON,133
Buoyant-Ferret-Maneuver,Stoic-Gorilla-Interference,0.00,1.00,BLACK_WON,72
Stoic-Gorilla-Interference,Cunning-Cerberus-MinorityAttack,0.00,1.00,BLACK_WON,64
Cunning-Cerberus-MinorityAttack,Stoic-Gorilla-Interference,0.50,0.50,DRAW,327
Stoic-Gorilla-Interference,Cunning-Cerberus-MinorityAttack,0.00,1.00,BLACK_WON,80
Cunning-Cerberus-MinorityAttack,Stoic-Gorilla-Interference,0.00,1.00,BLACK_WON,42
Stoic-Gorilla-Interference,Cunning-Cerberus-MinorityAttack,0.00,1.00,BLACK_WON,70
Cunning-Cerberus-MinorityAttack,Stoic-Gorilla-Interference,1.00,0.00,WHITE_WON,123
Stoic-Gorilla-Interference,Cunning-Cerberus-MinorityAttack,0.50,0.50,DRAW,169
Cunning-Cerberus-MinorityAttack,Stoic-Gorilla-Interference,1.00,0.00,WHITE_WON,165
Stoic-Gorilla-Interference,Cunning-Cerberus-MinorityAttack,0.50,0.50,DRAW,48
Cunning-Cerberus-MinorityAttack,Stoic-Gorilla-Interference,0.00,1.00,BLACK_WON,68
Stoic-Gorilla-Interference,Serene-Minotaur-Combination,0.50,0.50,DRAW,17
Serene-Minotaur-Combination,Stoic-Gorilla-Interference,1.00,0.00,WHITE_WON,39
Stoic-Gorilla-Interference,Serene-Minotaur-Combination,1.00,0.00,WHITE_WON,95
Serene-Minotaur-Combination,Stoic-Gorilla-Interference,0.00,1.00,BLACK_WON,122
Stoic-Gorilla-Interference,Serene-Minotaur-Combination,0.50,0.50,DRAW,27
Serene-Minotaur-Combination,Stoic-Gorilla-Interference,1.00,0.00,WHITE_WON,97
Stoic-Gorilla-Interference,Serene-Minotaur-Combination,0.50,0.50,DRAW,17
Serene-Minotaur-Combination,Stoic-Gorilla-Interference,0.50,0.50,DRAW,132
Stoic-Gorilla-Interference,Serene-Minotaur-Combination,1.00,0.00,WHITE_WON,135
Serene-Minotaur-Combination,Stoic-Gorilla-Interference,1.00,0.00,WHITE_WON,91
Stoic-Gorilla-Interference,Tireless-Albatross-Squeeze,1.00,0.00,WHITE_WON,83
Tireless-Albatross-Squeeze,Stoic-Gorilla-Interference,0.00,1.00,BLACK_WON,224
Stoic-Gorilla-Interference,Tireless-Albatross-Squeeze,0.50,0.50,DRAW,121
Tireless-Albatross-Squeeze,Stoic-Gorilla-Interference,1.00,0.00,WHITE_WON,167
Stoic-Gorilla-Interference,Tireless-Albatross-Squeeze,0.50,0.50,DRAW,214
Tireless-Albatross-Squeeze,Stoic-Gorilla-Interference,1.00,0.00,WHITE_WON,81
Stoic-Gorilla-Interference,Tireless-Albatross-Squeeze,1.00,0.00,WHITE_WON,87
Tireless-Albatross-Squeeze,Stoic-Gorilla-Interference,0.00,1.00,BLACK_WON,72
Stoic-Gorilla-Interference,Tireless-Albatross-Squeeze,0.50,0.50,DRAW,127
Tireless-Albatross-Squeeze,Stoic-Gorilla-Interference,1.00,0.00,WHITE_WON,117
Stoic-Gorilla-Interference,Slick-Centaur,1.00,0.00,WHITE_WON,121
Slick-Centaur,Stoic-Gorilla-Interference,1.00,0.00,WHITE_WON,99
Stoic-Gorilla-Interference,Slick-Centaur,0.50,0.50,DRAW,64
Slick-Centaur,Stoic-Gorilla-Interference,0.00,1.00,BLACK_WON,90
Stoic-Gorilla-Interference,Slick-Centaur,0.50,0.50,DRAW,17
Slick-Centaur,Stoic-Gorilla-Interference,1.00,0.00,WHITE_WON,67
Stoic-Gorilla-Interference,Slick-Centaur,0.00,1.00,BLACK_WON,66
Slick-Centaur,Stoic-Gorilla-Interference,1.00,0.00,WHITE_WON,77
Stoic-Gorilla-Interference,Slick-Centaur,0.50,0.50,DRAW,17
Slick-Centaur,Stoic-Gorilla-Interference,0.50,0.50,DRAW,147
Stoic-Gorilla-Interference,Silent-Manticore,1.00,0.00,WHITE_WON,71
Silent-Manticore,Stoic-Gorilla-Interference,0.00,1.00,BLACK_WON,196
Stoic-Gorilla-Interference,Silent-Manticore,1.00,0.00,WHITE_WON,139
Silent-Manticore,Stoic-Gorilla-Interference,0.00,1.00,BLACK_WON,112
Stoic-Gorilla-Interference,Silent-Manticore,0.00,1.00,BLACK_WON,120
Silent-Manticore,Stoic-Gorilla-Interference,1.00,0.00,WHITE_WON,77
Stoic-Gorilla-Interference,Silent-Manticore,0.50,0.50,DRAW,138
Silent-Manticore,Stoic-Gorilla-Interference,1.00,0.00,WHITE_WON,69
Stoic-Gorilla-Interference,Silent-Manticore,1.00,0.00,WHITE_WON,59
Silent-Manticore,Stoic-Gorilla-Interference,0.00,1.00,BLACK_WON,88
Stoic-Gorilla-Interference,Astute-Coyote,0.50,0.50,DRAW,17
Astute-Coyote,Stoic-Gorilla-Interference,1.00,0.00,WHITE_WON,69
Stoic-Gorilla-Interference,Astute-Coyote,0.00,1.00,BLACK_WON,116
Astute-Coyote,Stoic-Gorilla-Interference,1.00,0.00,WHITE_WON,67
Stoic-Gorilla-Interference,Astute-Coyote,0.00,1.00,BLACK_WON,56
Astute-Coyote,Stoic-Gorilla-Interference,1.00,0.00,WHITE_WON,101
Stoic-Gorilla-Interference,Astute-Coyote,0.00,1.00,BLACK_WON,108
Astute-Coyote,Stoic-Gorilla-Interference,1.00,0.00,WHITE_WON,67
Stoic-Gorilla-Interference,Astute-Coyote,0.00,1.00,BLACK_WON,46
Astute-Coyote,Stoic-Gorilla-Interference,1.00,0.00,WHITE_WON,115
Stoic-Gorilla-Interference,Defiant-Dolphin-Repetition,1.00,0.00,WHITE_WON,111
Defiant-Dolphin-Repetition,Stoic-Gorilla-Interference,1.00,0.00,WHITE_WON,45
Stoic-Gorilla-Interference,Defiant-Dolphin-Repetition,1.00,0.00,WHITE_WON,89
Defiant-Dolphin-Repetition,Stoic-Gorilla-Interference,1.00,0.00,WHITE_WON,67
Stoic-Gorilla-Interference,Defiant-Dolphin-Repetition,1.00,0.00,WHITE_WON,113
Defiant-Dolphin-Repetition,Stoic-Gorilla-Interference,0.00,1.00,BLACK_WON,76
Stoic-Gorilla-Interference,Defiant-Dolphin-Repetition,1.00,0.00,WHITE_WON,77
Defiant-Dolphin-Repetition,Stoic-Gorilla-Interference,1.00,0.00,WHITE_WON,111
Stoic-Gorilla-Interference,Defiant-Dolphin-Repetition,0.00,1.00,BLACK_WON,112
Defiant-Dolphin-Repetition,Stoic-Gorilla-Interference,0.00,1.00,BLACK_WON,64
Stoic-Gorilla-Interference,Mysterious-Manticore-PoisonedPawn,0.00,1.00,BLACK_WON,94
Mysterious-Manticore-PoisonedPawn,Stoic-Gorilla-Interference,0.00,1.00,BLACK_WON,90
Stoic-Gorilla-Interference,Mysterious-Manticore-PoisonedPawn,0.00,1.00,BLACK_WON,46
Mysterious-Manticore-PoisonedPawn,Stoic-Gorilla-Interference,0.00,1.00,BLACK_WON,104
Stoic-Gorilla-Interference,Mysterious-Manticore-PoisonedPawn,0.00,1.00,BLACK_WON,96
Mysterious-Manticore-PoisonedPawn,Stoic-Gorilla-Interference,1.00,0.00,WHITE_WON,87
Stoic-Gorilla-Interference,Mysterious-Manticore-PoisonedPawn,1.00,0.00,WHITE_WON,85
Mysterious-Manticore-PoisonedPawn,Stoic-Gorilla-Interference,0.50,0.50,DRAW,262
Stoic-Gorilla-Interference,Mysterious-Manticore-PoisonedPawn,0.50,0.50,DRAW,244
Mysterious-Manticore-PoisonedPawn,Stoic-Gorilla-Interference,1.00,0.00,WHITE_WON,41
Stoic-Gorilla-Interference,Lively-Centaur,0.50,0.50,DRAW,17
Lively-Centaur,Stoic-Gorilla-Interference,0.00,1.00,BLACK_WON,100
Stoic-Gorilla-Interference,Lively-Centaur,0.50,0.50,DRAW,17
Lively-Centaur,Stoic-Gorilla-Interference,0.00,1.00,BLACK_WON,58
Stoic-Gorilla-Interference,Lively-Centaur,0.50,0.50,DRAW,17
Lively-Centaur,Stoic-Gorilla-Interference,0.50,0.50,DRAW,186
Stoic-Gorilla-Interference,Lively-Centaur,0.50,0.50,DRAW,17
Lively-Centaur,Stoic-Gorilla-Interference,1.00,0.00,WHITE_WON,89
Stoic-Gorilla-Interference,Lively-Centaur,0.50,0.50,DRAW,17
Lively-Centaur,Stoic-Gorilla-Interference,1.00,0.00,WHITE_WON,55
Stoic-Gorilla-Interference,Wild-Dog-Triangulation,1.00,0.00,WHITE_WON,87
Wild-Dog-Triangulation,Stoic-Gorilla-Interference,0.00,1.00,BLACK_WON,56
Stoic-Gorilla-Interference,Wild-Dog-Triangulation,0.00,1.00,BLACK_WON,90
Wild-Dog-Triangulation,Stoic-Gorilla-Interference,0.00,1.00,BLACK_WON,94
Stoic-Gorilla-Interference,Wild-Dog-Triangulation,0.50,0.50,DRAW,17
Wild-Dog-Triangulation,Stoic-Gorilla-Interference,0.50,0.50,DRAW,72
Stoic-Gorilla-Interference,Wild-Dog-Triangulation,0.50,0.50,DRAW,17
Wild-Dog-Triangulation,Stoic-Gorilla-Interference,0.00,1.00,BLACK_WON,134
Stoic-Gorilla-Interference,Wild-Dog-Triangulation,0.00,1.00,BLACK_WON,102
Wild-Dog-Triangulation,Stoic-Gorilla-Interference,0.00,1.00,BLACK_WON,62
Stoic-Gorilla-Interference,Whimsical-Manticore,1.00,0.00,WHITE_WON,69
Whimsical-Manticore,Stoic-Gorilla-Interference,0.00,1.00,BLACK_WON,70
Stoic-Gorilla-Interference,Whimsical-Manticore,0.50,0.50,DRAW,123
Whimsical-Manticore,Stoic-Gorilla-Interference,0.50,0.50,DRAW,151
Stoic-Gorilla-Interference,Whimsical-Manticore,1.00,0.00,WHITE_WON,77
Whimsical-Manticore,Stoic-Gorilla-Interference,1.00,0.00,WHITE_WON,73
Stoic-Gorilla-Interference,Whimsical-Manticore,0.50,0.50,DRAW,17
Whimsical-Manticore,Stoic-Gorilla-Interference,0.00,1.00,BLACK_WON,64
Stoic-Gorilla-Interference,Whimsical-Manticore,1.00,0.00,WHITE_WON,87
Whimsical-Manticore,Stoic-Gorilla-Interference,0.50,0.50,DRAW,63
Rebellious-Sloth,Buoyant-Ferret-Maneuver,1.00,0.00,WHITE_WON,55
Buoyant-Ferret-Maneuver,Rebellious-Sloth,0.00,1.00,BLACK_WON,120
Rebellious-Sloth,Buoyant-Ferret-Maneuver,1.00,0.00,WHITE_WON,89
Buoyant-Ferret-Maneuver,Rebellious-Sloth,1.00,0.00,WHITE_WON,39
Rebellious-Sloth,Buoyant-Ferret-Maneuver,1.00,0.00,WHITE_WON,59
Buoyant-Ferret-Maneuver,Rebellious-Sloth,1.00,0.00,WHITE_WON,95
Rebellious-Sloth,Buoyant-Ferret-Maneuver,0.00,1.00,BLACK_WON,68
Buoyant-Ferret-Maneuver,Rebellious-Sloth,0.00,1.00,BLACK_WON,70
Rebellious-Sloth,Buoyant-Ferret-Maneuver,0.00,1.00,BLACK_WON,174
Buoyant-Ferret-Maneuver,Rebellious-Sloth,0.00,1.00,BLACK_WON,106
Rebellious-Sloth,Cunning-Cerberus-MinorityAttack,1.00,0.00,WHITE_WON,89
Cunning-Cerberus-MinorityAttack,Rebellious-Sloth,0.00,1.00,BLACK_WON,174
Rebellious-Sloth,Cunning-Cerberus-MinorityAttack,0.00,1.00,BLACK_WON,80
Cunning-Cerberus-MinorityAttack,Rebellious-Sloth,0.00,1.00,BLACK_WON,82
Rebellious-Sloth,Cunning-Cerberus-MinorityAttack,0.00,1.00,BLACK_WON,74
Cunning-Cerberus-MinorityAttack,Rebellious-Sloth,1.00,0.00,WHITE_WON,67
Rebellious-Sloth,Cunning-Cerberus-MinorityAttack,0.00,1.00,BLACK_WON,118
Cunning-Cerberus-MinorityAttack,Rebellious-Sloth,1.00,0.00,WHITE_WON,93
Rebellious-Sloth,Cunning-Cerberus-MinorityAttack,0.00,1.00,BLACK_WON,64
Cunning-Cerberus-MinorityAttack,Rebellious-Sloth,0.00,1.00,BLACK_WON,16
Rebellious-Sloth,Serene-Minotaur-Combination,1.00,0.00,WHITE_WON,91
Serene-Minotaur-Combination,Rebellious-Sloth,1.00,0.00,WHITE_WON,47
Rebellious-Sloth,Serene-Minotaur-Combination,1.00,0.00,WHITE_WON,115
Serene-Minotaur-Combination,Rebellious-Sloth,0.00,1.00,BLACK_WON,120
Rebellious-Sloth,Serene-Minotaur-Combination,1.00,0.00,WHITE_WON,95
Serene-Minotaur-Combination,Rebellious-Sloth,0.00,1.00,BLACK_WON,86
Rebellious-Sloth,Serene-Minotaur-Combination,1.00,0.00,WHITE_WON,69
Serene-Minotaur-Combination,Rebellious-Sloth,0.00,1.00,BLACK_WON,40
Rebellious-Sloth,Serene-Minotaur-Combination,1.00,0.00,WHITE_WON,87
Serene-Minotaur-Combination,Rebellious-Sloth,0.00,1.00,BLACK_WON,118
Rebellious-Sloth,Tireless-Albatross-Squeeze,0.00,1.00,BLACK_WON,70
Tireless-Albatross-Squeeze,Rebellious-Sloth,1.00,0.00,WHITE_WON,137
Rebellious-Sloth,Tireless-Albatross-Squeeze,0.00,1.00,BLACK_WON,44
Tireless-Albatross-Squeeze,Rebellious-Sloth,1.00,0.00,WHITE_WON,81
Rebellious-Sloth,Tireless-Albatross-Squeeze,1.00,0.00,WHITE_WON,119
Tireless-Albatross-Squeeze,Rebellious-Sloth,0.00,1.00,BLACK_WON,72
Rebellious-Sloth,Tireless-Albatross-Squeeze,0.00,1.00,BLACK_WON,168
Tireless-Albatross-Squeeze,Rebellious-Sloth,1.00,0.00,WHITE_WON,129
Rebellious-Sloth,Tireless-Albatross-Squeeze,0.50,0.50,DRAW,48
Tireless-Albatross-Squeeze,Rebellious-Sloth,1.00,0.00,WHITE_WON,39
Rebellious-Sloth,Slick-Centaur,1.00,0.00,WHITE_WON,103
Slick-Centaur,Rebellious-Sloth,1.00,0.00,WHITE_WON,73
Rebellious-Sloth,Slick-Centaur,1.00,0.00,WHITE_WON,103
Slick-Centaur,Rebellious-Sloth,1.00,0.00,WHITE_WON,113
Rebellious-Sloth,Slick-Centaur,0.50,0.50,DRAW,74
Slick-Centaur,Rebellious-Sloth,0.00,1.00,BLACK_WON,66
Rebellious-Sloth,Slick-Centaur,1.00,0.00,WHITE_WON,61
Slick-Centaur,Rebellious-Sloth,0.00,1.00,BLACK_WON,74
Rebellious-Sloth,Slick-Centaur,0.50,0.50,DRAW,178
Slick-Centaur,Rebellious-Sloth,0.00,1.00,BLACK_WON,34
Rebellious-Sloth,Silent-Manticore,1.00,0.00,WHITE_WON,57
Silent-Manticore,Rebellious-Sloth,0.00,1.00,BLACK_WON,102
Rebellious-Sloth,Silent-Manticore,1.00,0.00,WHITE_WON,77
Silent-Manticore,Rebellious-Sloth,0.50,0.50,DRAW,46
Rebellious-Sloth,Silent-Manticore,1.00,0.00,WHITE_WON,53
Silent-Manticore,Rebellious-Sloth,0.50,0.50,DRAW,81
Rebellious-Sloth,Silent-Manticore,1.00,0.00,WHITE_WON,65
Silent-Manticore,Rebellious-Sloth,0.00,1.00,BLACK_WON,102
Rebellious-Sloth,Silent-Manticore,1.00,0.00,WHITE_WON,105
Silent-Manticore,Rebellious-Sloth,0.50,0.50,DRAW,111
Rebellious-Sloth,Astute-Coyote,1.00,0.00,WHITE_WON,73
Astute-Coyote,Rebellious-Sloth,1.00,0.00,WHITE_WON,81
Rebellious-Sloth,Astute-Coyote,1.00,0.00,WHITE_WON,83
Astute-Coyote,Rebellious-Sloth,1.00,0.00,WHITE_WON,57
Rebellious-Sloth,Astute-Coyote,0.00,1.00,BLACK_WON,66
Astute-Coyote,Rebellious-Sloth,1.00,0.00,WHITE_WON,99
Rebellious-Sloth,Astute-Coyote,0.00,1.00,BLACK_WON,42
Astute-Coyote,Rebellious-Sloth,0.00,1.00,BLACK_WON,168
Rebellious-Sloth,Astute-Coyote,0.00,1.00,BLACK_WON,62
Astute-Coyote,Rebellious-Sloth,0.50,0.50,DRAW,80
Rebellious-Sloth,Defiant-Dolphin-Repetition,0.00,1.00,BLACK_WON,152
Defiant-Dolphin-Repetition,Rebellious-Sloth,0.50,0.50,DRAW,112
Rebellious-Sloth,Defiant-Dolphin-Repetition,0.50,0.50,DRAW,19
Defiant-Dolphin-Repetition,Rebellious-Sloth,1.00,0.00,WHITE_WON,53
Rebellious-Sloth,Defiant-Dolphin-Repetition,1.00,0.00,WHITE_WON,69
Defiant-Dolphin-Repetition,Rebellious-Sloth,0.00,1.00,BLACK_WON,76
Rebellious-Sloth,Defiant-Dolphin-Repetition,1.00,0.00,WHITE_WON,85
Defiant-Dolphin-Repetition,Rebellious-Sloth,0.00,1.00,BLACK_WON,174
Rebellious-Sloth,Defiant-Dolphin-Repetition,0.00,1.00,BLACK_WON,148
Defiant-Dolphin-Repetition,Rebellious-Sloth,1.00,0.00,WHITE_WON,73
Rebellious-Sloth,Mysterious-Manticore-PoisonedPawn,0.00,1.00,BLACK_WON,40
Mysterious-Manticore-PoisonedPawn,Rebellious-Sloth,0.00,1.00,BLACK_WON,122
Rebellious-Sloth,Mysterious-Manticore-PoisonedPawn,0.00,1.00,BLACK_WON,76
Mysterious-Manticore-PoisonedPawn,Rebellious-Sloth,0.00,1.00,BLACK_WON,200
Rebellious-Sloth,Mysterious-Manticore-PoisonedPawn,1.00,0.00,WHITE_WON,59
Mysterious-Manticore-PoisonedPawn,Rebellious-Sloth,1.00,0.00,WHITE_WON,151
Rebellious-Sloth,Mysterious-Manticore-PoisonedPawn,0.00,1.00,BLACK_WON,100
Mysterious-Manticore-PoisonedPawn,Rebellious-Sloth,0.00,1.00,BLACK_WON,84
Rebellious-Sloth,Mysterious-Manticore-PoisonedPawn,1.00,0.00,WHITE_WON,131
